Time,Media_Channel,Geo,Media_Value,Cost,Extra_Feature_0,Extra_Feature_1,Target
5,0,1,19.641878,320.16287,4.448293,4.448293,67.5736
5,0,2,19.641878,320.16287,4.448293,4.448293,67.5736
5,0,3,19.641878,320.16287,4.448293,4.448293,68.23985
5,0,4,19.641878,320.16287,4.448293,4.448293,68.23985
5,1,0,19.953102,315.1931,4.448293,4.448293,68.23985
5,1,1,19.953102,315.1931,4.448293,4.5093784,68.92742
5,1,2,19.953102,315.1931,4.448293,4.5093784,68.92742
5,1,3,19.953102,315.1931,4.448293,4.5093784,68.92742
5,1,4,19.953102,315.1931,4.5093784,4.5093784,68.209496
5,2,0,20.037283,319.34937,4.5093784,4.5093784,68.209496
5,2,1,20.037283,319.34937,4.5093784,4.5093784,68.209496
5,2,2,20.037283,319.34937,4.5093784,4.5093784,67.982185
5,2,3,20.037283,319.34937,4.5093784,4.5093784,67.982185
5,2,4,20.037283,319.34937,4.5093784,4.5093784,67.982185
6,0,0,21.124159,320.16287,4.8055444,4.8055444,67.69312
6,0,1,21.124159,320.16287,4.8055444,4.8055444,67.69312
6,0,2,21.124159,320.16287,4.8055444,4.8055444,67.69312
6,0,3,21.124159,320.16287,4.8055444,4.8055444,66.236786
6,0,4,21.124159,320.16287,4.8055444,4.8055444,66.236786
6,1,0,18.98568,315.1931,4.8055444,4.8055444,66.236786
6,1,1,18.98568,315.1931,4.8055444,3.9974704,65.766495
6,1,2,18.98568,315.1931,4.8055444,3.9974704,65.766495
6,1,3,18.98568,315.1931,4.8055444,3.9974704,65.766495
6,1,4,18.98568,315.1931,3.9974704,3.9974704,67.61492
6,2,0,19.685608,319.34937,3.9974704,3.9974704,67.61492
6,2,1,19.685608,319.34937,3.9974704,3.9974704,67.61492
6,2,2,19.685608,319.34937,3.9974704,3.9974704,66.93636
6,2,3,19.685608,319.34937,3.9974704,3.9974704,66.93636
6,2,4,19.685608,319.34937,3.9974704,3.9974704,66.93636
7,0,0,17.310001,320.16287,3.7238262,3.7238262,64.50663
7,0,1,17.310001,320.16287,3.7238262,3.7238262,64.50663
7,0,2,17.310001,320.16287,3.7238262,3.7238262,64.50663
7,0,3,17.310001,320.16287,3.7238262,3.7238262,64.43329
7,0,4,17.310001,320.16287,3.7238262,3.7238262,64.43329
7,1,0,22.847874,315.1931,3.7238262,3.7238262,64.43329
7,1,1,22.847874,315.1931,3.7238262,5.205613,64.58058
7,1,2,22.847874,315.1931,3.7238262,5.205613,64.58058
7,1,3,22.847874,315.1931,3.7238262,5.205613,64.58058
7,1,4,22.847874,315.1931,5.205613,5.205613,64.16347
7,2,0,20.313982,319.34937,5.205613,5.205613,64.16347
7,2,1,20.313982,319.34937,5.205613,5.205613,64.16347
7,2,2,20.313982,319.34937,5.205613,5.205613,64.28184
7,2,3,20.313982,319.34937,5.205613,5.205613,64.28184
7,2,4,20.313982,319.34937,5.205613,5.205613,64.28184
8,0,0,20.80146,320.16287,5.4984055,5.4984055,62.502537
8,0,1,20.80146,320.16287,5.4984055,5.4984055,62.502537
8,0,2,20.80146,320.16287,5.4984055,5.4984055,62.502537
8,0,3,20.80146,320.16287,5.4984055,5.4984055,63.299347
8,0,4,20.80146,320.16287,5.4984055,5.4984055,63.299347
8,1,0,20.067327,315.1931,5.4984055,5.4984055,63.299347
8,1,1,20.067327,315.1931,5.4984055,5.9047093,63.09307
8,1,2,20.067327,315.1931,5.4984055,5.9047093,63.09307
8,1,3,20.067327,315.1931,5.4984055,5.9047093,63.09307
8,1,4,20.067327,315.1931,5.9047093,5.9047093,63.215454
8,2,0,20.412018,319.34937,5.9047093,5.9047093,63.215454
8,2,1,20.412018,319.34937,5.9047093,5.9047093,63.215454
8,2,2,20.412018,319.34937,5.9047093,5.9047093,63.623055
8,2,3,20.412018,319.34937,5.9047093,5.9047093,63.623055
8,2,4,20.412018,319.34937,5.9047093,5.9047093,63.623055
9,0,0,19.686594,320.16287,6.5537586,6.5537586,58.823933
9,0,1,19.686594,320.16287,6.5537586,6.5537586,58.823933
9,0,2,19.686594,320.16287,6.5537586,6.5537586,58.823933
9,0,3,19.686594,320.16287,6.5537586,6.5537586,57.56186
9,0,4,19.686594,320.16287,6.5537586,6.5537586,57.56186
9,1,0,20.311138,315.1931,6.5537586,6.5537586,57.56186
9,1,1,20.311138,315.1931,6.5537586,6.609052,58.58628
9,1,2,20.311138,315.1931,6.5537586,6.609052,58.58628
9,1,3,20.311138,315.1931,6.5537586,6.609052,58.58628
9,1,4,20.311138,315.1931,6.609052,6.609052,58.86932
9,2,0,18.97232,319.34937,6.609052,6.609052,58.86932
9,2,1,18.97232,319.34937,6.609052,6.609052,58.86932
9,2,2,18.97232,319.34937,6.609052,6.609052,57.72278
9,2,3,18.97232,319.34937,6.609052,6.609052,57.72278
9,2,4,18.97232,319.34937,6.609052,6.609052,57.72278
10,0,0,21.45648,320.16287,4.8972983,4.8972983,64.53079
10,0,1,21.45648,320.16287,4.8972983,4.8972983,64.53079
10,0,2,21.45648,320.16287,4.8972983,4.8972983,64.53079
10,0,3,21.45648,320.16287,4.8972983,4.8972983,64.16759
10,0,4,21.45648,320.16287,4.8972983,4.8972983,64.16759
10,1,0,20.86911,315.1931,4.8972983,4.8972983,64.16759
10,1,1,20.86911,315.1931,4.8972983,5.2740054,64.000534
10,1,2,20.86911,315.1931,4.8972983,5.2740054,64.000534
10,1,3,20.86911,315.1931,4.8972983,5.2740054,64.000534
10,1,4,20.86911,315.1931,5.2740054,5.2740054,63.65988
10,2,0,22.03434,319.34937,5.2740054,5.2740054,63.65988
10,2,1,22.03434,319.34937,5.2740054,5.2740054,63.65988
10,2,2,22.03434,319.34937,5.2740054,5.2740054,63.725853
10,2,3,22.03434,319.34937,5.2740054,5.2740054,63.725853
10,2,4,22.03434,319.34937,5.2740054,5.2740054,63.725853
11,0,0,21.55597,320.16287,4.89489,4.89489,63.549866
11,0,1,21.55597,320.16287,4.89489,4.89489,63.549866
11,0,2,21.55597,320.16287,4.89489,4.89489,63.549866
11,0,3,21.55597,320.16287,4.89489,4.89489,62.994576
11,0,4,21.55597,320.16287,4.89489,4.89489,62.994576
11,1,0,18.441547,315.1931,4.89489,4.89489,62.994576
11,1,1,18.441547,315.1931,4.89489,6.7497497,63.217487
11,1,2,18.441547,315.1931,4.89489,6.7497497,63.217487
11,1,3,18.441547,315.1931,4.89489,6.7497497,63.217487
11,1,4,18.441547,315.1931,6.7497497,6.7497497,62.7975
11,2,0,21.141968,319.34937,6.7497497,6.7497497,62.7975
11,2,1,21.141968,319.34937,6.7497497,6.7497497,62.7975
11,2,2,21.141968,319.34937,6.7497497,6.7497497,64.291214
11,2,3,21.141968,319.34937,6.7497497,6.7497497,64.291214
11,2,4,21.141968,319.34937,6.7497497,6.7497497,64.291214
12,0,0,19.622995,320.16287,5.8030553,5.8030553,63.94518
12,0,1,19.622995,320.16287,5.8030553,5.8030553,63.94518
12,0,2,19.622995,320.16287,5.8030553,5.8030553,63.94518
12,0,3,19.622995,320.16287,5.8030553,5.8030553,62.567875
12,0,4,19.622995,320.16287,5.8030553,5.8030553,62.567875
12,1,0,22.105373,315.1931,5.8030553,5.8030553,62.567875
12,1,1,22.105373,315.1931,5.8030553,5.585554,62.10389
12,1,2,22.105373,315.1931,5.8030553,5.585554,62.10389
12,1,3,22.105373,315.1931,5.8030553,5.585554,62.10389
12,1,4,22.105373,315.1931,5.585554,5.585554,62.181847
12,2,0,17.80091,319.34937,5.585554,5.585554,62.181847
12,2,1,17.80091,319.34937,5.585554,5.585554,62.181847
12,2,2,17.80091,319.34937,5.585554,5.585554,62.780437
12,2,3,17.80091,319.34937,5.585554,5.585554,62.780437
12,2,4,17.80091,319.34937,5.585554,5.585554,62.780437
13,0,0,21.08241,320.16287,4.070938,4.070938,65.59446
13,0,1,21.08241,320.16287,4.070938,4.070938,65.59446
13,0,2,21.08241,320.16287,4.070938,4.070938,65.59446
13,0,3,21.08241,320.16287,4.070938,4.070938,65.70439
13,0,4,21.08241,320.16287,4.070938,4.070938,65.70439
13,1,0,21.813042,315.1931,4.070938,4.070938,65.70439
13,1,1,21.813042,315.1931,4.070938,4.857085,65.7231
13,1,2,21.813042,315.1931,4.070938,4.857085,65.7231
13,1,3,21.813042,315.1931,4.070938,4.857085,65.7231
13,1,4,21.813042,315.1931,4.857085,4.857085,65.88268
13,2,0,22.441637,319.34937,4.857085,4.857085,65.88268
13,2,1,22.441637,319.34937,4.857085,4.857085,65.88268
13,2,2,22.441637,319.34937,4.857085,4.857085,65.673225
13,2,3,22.441637,319.34937,4.857085,4.857085,65.673225
13,2,4,22.441637,319.34937,4.857085,4.857085,65.673225
14,0,0,18.905325,320.16287,5.3662543,5.3662543,68.03008
14,0,1,18.905325,320.16287,5.3662543,5.3662543,68.03008
14,0,2,18.905325,320.16287,5.3662543,5.3662543,68.03008
14,0,3,18.905325,320.16287,5.3662543,5.3662543,67.04042
14,0,4,18.905325,320.16287,5.3662543,5.3662543,67.04042
14,1,0,20.562155,315.1931,5.3662543,5.3662543,67.04042
14,1,1,20.562155,315.1931,5.3662543,5.8163643,67.34412
14,1,2,20.562155,315.1931,5.3662543,5.8163643,67.34412
14,1,3,20.562155,315.1931,5.3662543,5.8163643,67.34412
14,1,4,20.562155,315.1931,5.8163643,5.8163643,67.76452
14,2,0,21.944014,319.34937,5.8163643,5.8163643,67.76452
14,2,1,21.944014,319.34937,5.8163643,5.8163643,67.76452
14,2,2,21.944014,319.34937,5.8163643,5.8163643,67.81823
14,2,3,21.944014,319.34937,5.8163643,5.8163643,67.81823
14,2,4,21.944014,319.34937,5.8163643,5.8163643,67.81823
15,0,0,19.772465,320.16287,5.626751,5.626751,62.370132
15,0,1,19.772465,320.16287,5.626751,5.626751,62.370132
15,0,2,19.772465,320.16287,5.626751,5.626751,62.370132
15,0,3,19.772465,320.16287,5.626751,5.626751,62.022366
15,0,4,19.772465,320.16287,5.626751,5.626751,62.022366
15,1,0,18.75733,315.1931,5.626751,5.626751,62.022366
15,1,1,18.75733,315.1931,5.626751,6.3218536,61.740696
15,1,2,18.75733,315.1931,5.626751,6.3218536,61.740696
15,1,3,18.75733,315.1931,5.626751,6.3218536,61.740696
15,1,4,18.75733,315.1931,6.3218536,6.3218536,62.38998
15,2,0,17.284502,319.34937,6.3218536,6.3218536,62.38998
15,2,1,17.284502,319.34937,6.3218536,6.3218536,62.38998
15,2,2,17.284502,319.34937,6.3218536,6.3218536,62.16614
15,2,3,17.284502,319.34937,6.3218536,6.3218536,62.16614
15,2,4,17.284502,319.34937,6.3218536,6.3218536,62.16614
16,0,0,19.296118,320.16287,4.2084584,4.2084584,66.374146
16,0,1,19.296118,320.16287,4.2084584,4.2084584,66.374146
16,0,2,19.296118,320.16287,4.2084584,4.2084584,66.374146
16,0,3,19.296118,320.16287,4.2084584,4.2084584,66.74135
16,0,4,19.296118,320.16287,4.2084584,4.2084584,66.74135
16,1,0,19.575558,315.1931,4.2084584,4.2084584,66.74135
16,1,1,19.575558,315.1931,4.2084584,4.4267054,66.50127
16,1,2,19.575558,315.1931,4.2084584,4.4267054,66.50127
16,1,3,19.575558,315.1931,4.2084584,4.4267054,66.50127
16,1,4,19.575558,315.1931,4.4267054,4.4267054,66.79836
16,2,0,23.461712,319.34937,4.4267054,4.4267054,66.79836
16,2,1,23.461712,319.34937,4.4267054,4.4267054,66.79836
16,2,2,23.461712,319.34937,4.4267054,4.4267054,67.167046
16,2,3,23.461712,319.34937,4.4267054,4.4267054,67.167046
16,2,4,23.461712,319.34937,4.4267054,4.4267054,67.167046
17,0,0,22.096355,320.16287,3.5879416,3.5879416,69.79484
17,0,1,22.096355,320.16287,3.5879416,3.5879416,69.79484
17,0,2,22.096355,320.16287,3.5879416,3.5879416,69.79484
17,0,3,22.096355,320.16287,3.5879416,3.5879416,69.16503
17,0,4,22.096355,320.16287,3.5879416,3.5879416,69.16503
17,1,0,21.2627,315.1931,3.5879416,3.5879416,69.16503
17,1,1,21.2627,315.1931,3.5879416,5.8864255,69.65559
17,1,2,21.2627,315.1931,3.5879416,5.8864255,69.65559
17,1,3,21.2627,315.1931,3.5879416,5.8864255,69.65559
17,1,4,21.2627,315.1931,5.8864255,5.8864255,69.1219
17,2,0,21.32061,319.34937,5.8864255,5.8864255,69.1219
17,2,1,21.32061,319.34937,5.8864255,5.8864255,69.1219
17,2,2,21.32061,319.34937,5.8864255,5.8864255,70.14715
17,2,3,21.32061,319.34937,5.8864255,5.8864255,70.14715
17,2,4,21.32061,319.34937,5.8864255,5.8864255,70.14715
18,0,0,20.44123,320.16287,5.426389,5.426389,66.961136
18,0,1,20.44123,320.16287,5.426389,5.426389,66.961136
18,0,2,20.44123,320.16287,5.426389,5.426389,66.961136
18,0,3,20.44123,320.16287,5.426389,5.426389,66.51536
18,0,4,20.44123,320.16287,5.426389,5.426389,66.51536
18,1,0,19.15767,315.1931,5.426389,5.426389,66.51536
18,1,1,19.15767,315.1931,5.426389,5.7999506,66.57075
18,1,2,19.15767,315.1931,5.426389,5.7999506,66.57075
18,1,3,19.15767,315.1931,5.426389,5.7999506,66.57075
18,1,4,19.15767,315.1931,5.7999506,5.7999506,66.10434
18,2,0,19.451754,319.34937,5.7999506,5.7999506,66.10434
18,2,1,19.451754,319.34937,5.7999506,5.7999506,66.10434
18,2,2,19.451754,319.34937,5.7999506,5.7999506,66.76927
18,2,3,19.451754,319.34937,5.7999506,5.7999506,66.76927
18,2,4,19.451754,319.34937,5.7999506,5.7999506,66.76927
19,0,0,22.890907,320.16287,5.655651,5.655651,63.47881
19,0,1,22.890907,320.16287,5.655651,5.655651,63.47881
19,0,2,22.890907,320.16287,5.655651,5.655651,63.47881
19,0,3,22.890907,320.16287,5.655651,5.655651,62.5356
19,0,4,22.890907,320.16287,5.655651,5.655651,62.5356
19,1,0,17.939917,315.1931,5.655651,5.655651,62.5356
19,1,1,17.939917,315.1931,5.655651,4.667669,63.22272
19,1,2,17.939917,315.1931,5.655651,4.667669,63.22272
19,1,3,17.939917,315.1931,5.655651,4.667669,63.22272
19,1,4,17.939917,315.1931,4.667669,4.667669,62.983707
19,2,0,17.425224,319.34937,4.667669,4.667669,62.983707
19,2,1,17.425224,319.34937,4.667669,4.667669,62.983707
19,2,2,17.425224,319.34937,4.667669,4.667669,63.064552
19,2,3,17.425224,319.34937,4.667669,4.667669,63.064552
19,2,4,17.425224,319.34937,4.667669,4.667669,63.064552
20,0,0,23.284998,320.16287,4.3025703,4.3025703,63.14349
20,0,1,23.284998,320.16287,4.3025703,4.3025703,63.14349
20,0,2,23.284998,320.16287,4.3025703,4.3025703,63.14349
20,0,3,23.284998,320.16287,4.3025703,4.3025703,64.09484
20,0,4,23.284998,320.16287,4.3025703,4.3025703,64.09484
20,1,0,19.158676,315.1931,4.3025703,4.3025703,64.09484
20,1,1,19.158676,315.1931,4.3025703,5.411422,63.349068
20,1,2,19.158676,315.1931,4.3025703,5.411422,63.349068
20,1,3,19.158676,315.1931,4.3025703,5.411422,63.349068
20,1,4,19.158676,315.1931,5.411422,5.411422,63.458954
20,2,0,20.59469,319.34937,5.411422,5.411422,63.458954
20,2,1,20.59469,319.34937,5.411422,5.411422,63.458954
20,2,2,20.59469,319.34937,5.411422,5.411422,63.417942
20,2,3,20.59469,319.34937,5.411422,5.411422,63.417942
20,2,4,20.59469,319.34937,5.411422,5.411422,63.417942
21,0,0,21.60785,320.16287,6.0536184,6.0536184,61.742855
21,0,1,21.60785,320.16287,6.0536184,6.0536184,61.742855
21,0,2,21.60785,320.16287,6.0536184,6.0536184,61.742855
21,0,3,21.60785,320.16287,6.0536184,6.0536184,60.209625
21,0,4,21.60785,320.16287,6.0536184,6.0536184,60.209625
21,1,0,19.445602,315.1931,6.0536184,6.0536184,60.209625
21,1,1,19.445602,315.1931,6.0536184,4.423936,61.428604
21,1,2,19.445602,315.1931,6.0536184,4.423936,61.428604
21,1,3,19.445602,315.1931,6.0536184,4.423936,61.428604
21,1,4,19.445602,315.1931,4.423936,4.423936,60.686993
21,2,0,19.77615,319.34937,4.423936,4.423936,60.686993
21,2,1,19.77615,319.34937,4.423936,4.423936,60.686993
21,2,2,19.77615,319.34937,4.423936,4.423936,61.790066
21,2,3,19.77615,319.34937,4.423936,4.423936,61.790066
21,2,4,19.77615,319.34937,4.423936,4.423936,61.790066
22,0,0,19.839287,320.16287,4.794687,4.794687,66.93665
22,0,1,19.839287,320.16287,4.794687,4.794687,66.93665
22,0,2,19.839287,320.16287,4.794687,4.794687,66.93665
22,0,3,19.839287,320.16287,4.794687,4.794687,66.84615
22,0,4,19.839287,320.16287,4.794687,4.794687,66.84615
22,1,0,20.870554,315.1931,4.794687,4.794687,66.84615
22,1,1,20.870554,315.1931,4.794687,4.4279046,66.32251
22,1,2,20.870554,315.1931,4.794687,4.4279046,66.32251
22,1,3,20.870554,315.1931,4.794687,4.4279046,66.32251
22,1,4,20.870554,315.1931,4.4279046,4.4279046,67.23672
22,2,0,16.859617,319.34937,4.4279046,4.4279046,67.23672
22,2,1,16.859617,319.34937,4.4279046,4.4279046,67.23672
22,2,2,16.859617,319.34937,4.4279046,4.4279046,66.90309
22,2,3,16.859617,319.34937,4.4279046,4.4279046,66.90309
22,2,4,16.859617,319.34937,4.4279046,4.4279046,66.90309
23,0,0,19.134146,320.16287,5.055304,5.055304,65.610115
23,0,1,19.134146,320.16287,5.055304,5.055304,65.610115
23,0,2,19.134146,320.16287,5.055304,5.055304,65.610115
23,0,3,19.134146,320.16287,5.055304,5.055304,66.29496
23,0,4,19.134146,320.16287,5.055304,5.055304,66.29496
23,1,0,21.01851,315.1931,5.055304,5.055304,66.29496
23,1,1,21.01851,315.1931,5.055304,4.6625204,65.79014
23,1,2,21.01851,315.1931,5.055304,4.6625204,65.79014
23,1,3,21.01851,315.1931,5.055304,4.6625204,65.79014
23,1,4,21.01851,315.1931,4.6625204,4.6625204,65.56764
23,2,0,19.111078,319.34937,4.6625204,4.6625204,65.56764
23,2,1,19.111078,319.34937,4.6625204,4.6625204,65.56764
23,2,2,19.111078,319.34937,4.6625204,4.6625204,64.73098
23,2,3,19.111078,319.34937,4.6625204,4.6625204,64.73098
23,2,4,19.111078,319.34937,4.6625204,4.6625204,64.73098
24,0,0,19.507856,320.16287,4.720598,4.720598,68.102066
24,0,1,19.507856,320.16287,4.720598,4.720598,68.102066
24,0,2,19.507856,320.16287,4.720598,4.720598,68.102066
24,0,3,19.507856,320.16287,4.720598,4.720598,67.605644
24,0,4,19.507856,320.16287,4.720598,4.720598,67.605644
24,1,0,19.80207,315.1931,4.720598,4.720598,67.605644
24,1,1,19.80207,315.1931,4.720598,4.83199,67.86328
24,1,2,19.80207,315.1931,4.720598,4.83199,67.86328
24,1,3,19.80207,315.1931,4.720598,4.83199,67.86328
24,1,4,19.80207,315.1931,4.83199,4.83199,67.38071
24,2,0,19.385017,319.34937,4.83199,4.83199,67.38071
24,2,1,19.385017,319.34937,4.83199,4.83199,67.38071
24,2,2,19.385017,319.34937,4.83199,4.83199,68.23623
24,2,3,19.385017,319.34937,4.83199,4.83199,68.23623
24,2,4,19.385017,319.34937,4.83199,4.83199,68.23623
25,0,0,19.367292,320.16287,4.8169384,4.8169384,61.6064
25,0,1,19.367292,320.16287,4.8169384,4.8169384,61.6064
25,0,2,19.367292,320.16287,4.8169384,4.8169384,61.6064
25,0,3,19.367292,320.16287,4.8169384,4.8169384,62.262177
25,0,4,19.367292,320.16287,4.8169384,4.8169384,62.262177
25,1,0,18.015764,315.1931,4.8169384,4.8169384,62.262177
25,1,1,18.015764,315.1931,4.8169384,6.980009,62.311783
25,1,2,18.015764,315.1931,4.8169384,6.980009,62.311783
25,1,3,18.015764,315.1931,4.8169384,6.980009,62.311783
25,1,4,18.015764,315.1931,6.980009,6.980009,62.186604
25,2,0,16.551895,319.34937,6.980009,6.980009,62.186604
25,2,1,16.551895,319.34937,6.980009,6.980009,62.186604
25,2,2,16.551895,319.34937,6.980009,6.980009,61.940384
25,2,3,16.551895,319.34937,6.980009,6.980009,61.940384
25,2,4,16.551895,319.34937,6.980009,6.980009,61.940384
26,0,0,21.834135,320.16287,5.4947934,5.4947934,63.966362
26,0,1,21.834135,320.16287,5.4947934,5.4947934,63.966362
26,0,2,21.834135,320.16287,5.4947934,5.4947934,63.966362
26,0,3,21.834135,320.16287,5.4947934,5.4947934,65.06488
26,0,4,21.834135,320.16287,5.4947934,5.4947934,65.06488
26,1,0,23.66986,315.1931,5.4947934,5.4947934,65.06488
26,1,1,23.66986,315.1931,5.4947934,4.4401054,64.84695
26,1,2,23.66986,315.1931,5.4947934,4.4401054,64.84695
26,1,3,23.66986,315.1931,5.4947934,4.4401054,64.84695
26,1,4,23.66986,315.1931,4.4401054,4.4401054,64.23924
26,2,0,17.623075,319.34937,4.4401054,4.4401054,64.23924
26,2,1,17.623075,319.34937,4.4401054,4.4401054,64.23924
26,2,2,17.623075,319.34937,4.4401054,4.4401054,64.4972
26,2,3,17.623075,319.34937,4.4401054,4.4401054,64.4972
26,2,4,17.623075,319.34937,4.4401054,4.4401054,64.4972
27,0,0,21.753235,320.16287,4.2240148,4.2240148,68.712395
27,0,1,21.753235,320.16287,4.2240148,4.2240148,68.712395
27,0,2,21.753235,320.16287,4.2240148,4.2240148,68.712395
27,0,3,21.753235,320.16287,4.2240148,4.2240148,67.83599
27,0,4,21.753235,320.16287,4.2240148,4.2240148,67.83599
27,1,0,21.294477,315.1931,4.2240148,4.2240148,67.83599
27,1,1,21.294477,315.1931,4.2240148,5.5812907,67.806786
27,1,2,21.294477,315.1931,4.2240148,5.5812907,67.806786
27,1,3,21.294477,315.1931,4.2240148,5.5812907,67.806786
27,1,4,21.294477,315.1931,5.5812907,5.5812907,67.896835
27,2,0,19.094952,319.34937,5.5812907,5.5812907,67.896835
27,2,1,19.094952,319.34937,5.5812907,5.5812907,67.896835
27,2,2,19.094952,319.34937,5.5812907,5.5812907,67.418755
27,2,3,19.094952,319.34937,5.5812907,5.5812907,67.418755
27,2,4,19.094952,319.34937,5.5812907,5.5812907,67.418755
28,0,0,20.349503,320.16287,4.021568,4.021568,68.86905
28,0,1,20.349503,320.16287,4.021568,4.021568,68.86905
28,0,2,20.349503,320.16287,4.021568,4.021568,68.86905
28,0,3,20.349503,320.16287,4.021568,4.021568,69.80669
28,0,4,20.349503,320.16287,4.021568,4.021568,69.80669
28,1,0,20.329378,315.1931,4.021568,4.021568,69.80669
28,1,1,20.329378,315.1931,4.021568,4.5187163,69.49677
28,1,2,20.329378,315.1931,4.021568,4.5187163,69.49677
28,1,3,20.329378,315.1931,4.021568,4.5187163,69.49677
28,1,4,20.329378,315.1931,4.5187163,4.5187163,69.1012
28,2,0,18.774675,319.34937,4.5187163,4.5187163,69.1012
28,2,1,18.774675,319.34937,4.5187163,4.5187163,69.1012
